mode,load,0_vgg16-32,1_efficientnet_b7-16,2_resnet34-4
mps-uncap,0.6,45.819587707519645,104.96349334716794,159.88892078399775
mig,0.6,171.05307579040525,445.6859946250915,19.903523921966535
mps-uncap,0.7,51.80006027221708,143.71780157089236,276.7128324508668
mig,0.7,236.30175113677984,707.5631785392762,28.47522497177126
mps-uncap,0.8,56.83881044387821,400.7801151275632,1193.4475803375246
mig,0.8,277.0364999771118,1020.7742404937745,41.03774547576905
mps-uncap,0.9,71.7343044281007,224.93101119995117,18841.03063344955
mig,0.9,487.6548290252682,990.7235550880431,88.22525978088377
mps-uncap,1.0,87.60551452636722,343.94527912139887,35847.093946933746
mig,1.0,2162.4515485763554,2437.6232481002808,691.4916920661926
mps-uncap,1.1,104.80002164840704,709.5836591720582,47294.00141477584
mig,1.1,8412.630896568298,9909.08673763275,8001.9942927360535
mps-uncap,1.2,165.22349357604983,2445.082232952118,61978.50505590438
mig,1.2,15082.339334487917,14547.117080688477,14228.136248588562
mps-uncap,1.3,169.23227310180664,2822.224578857422,67128.59029293062
mig,1.3,20328.982195854187,22821.089429855343,21142.898130416877
