mode,load,0_densenet161-8,1_resnet101-4,2_squeezenet1_1-2
mps-uncap,0.8,407.0034740190564,355.3760960781836,833.4890447755591
mps-uncap,0.9,435.00341713301935,404.5644482356472,927.0325623204083
mps-uncap,1.0,474.5112896769824,389.2718324499374,912.8257149777144
mps-uncap,0.5,249.9802925068247,229.10430312979207,525.1157445772428
mps-uncap,0.6,307.41999045003485,262.0202753269737,632.9445619331078
mps-uncap,0.7,354.66576642121777,309.5078605227929,729.6845338486584
mps-uncap,0.1,51.73354979356803,42.84529756942372,108.5384171472823
mps-uncap,0.2,101.14917355729509,89.21559189542434,209.87499611293308
mps-uncap,0.3,149.51798255395025,128.32089337185752,317.2151706402519
mps-uncap,0.4,200.46020691885968,179.80098803040514,413.19823832611803
