mode,load,0_inception_v3-16,1_mobilenet_v2-8,2_resnet34-16
mps-uncap,0.8,17.598352432250977,6.121218204498291,10.476064682006834
mps-uncap,0.9,16.741704940795902,6.777081489562988,8.710372447967533
mps-uncap,1.0,16.329169273376465,6.221380233764648,9.119200706481934
mps-uncap,0.5,17.185335159301754,7.408332824707033,10.932247638702394
mps-uncap,0.6,17.278084754943848,6.510748863220208,10.803470611572264
mps-uncap,0.7,15.575881004333494,7.02691078186035,10.748109817504883
mps-uncap,0.1,22.94162511825561,10.428276062011719,9.845428466796877
mps-uncap,0.2,21.00713014602661,10.010108947753908,9.308426380157465
mps-uncap,0.3,19.449880123138424,9.467267990112306,10.915513038635257
mps-uncap,0.4,17.36824989318848,8.256185054779058,10.98353385925293
