mode,load,0_inception_v3-16,1_mobilenet_v2-8,2_resnet34-16
mps-uncap,0.8,14.027118682861328,4.340529441833496,6.885766983032227
mps-uncap,0.9,15.258312225341797,4.710912704467773,7.028102874755859
mps-uncap,1.0,15.302062034606934,4.518747329711914,7.778286933898926
mps-uncap,0.5,10.69331169128418,4.336833953857422,5.632519721984863
mps-uncap,0.6,11.231541633605957,4.224538803100586,5.798101425170898
mps-uncap,0.7,11.24584674835205,4.340171813964844,6.1779022216796875
mps-uncap,0.1,19.977211952209473,9.486913681030273,7.98797607421875
mps-uncap,0.2,15.777587890625,8.174896240234375,7.462620735168457
mps-uncap,0.3,12.900948524475098,6.119132041931152,6.598830223083496
mps-uncap,0.4,11.027216911315918,4.633665084838867,6.042242050170898
