mode,load,0_inception_v3-16,1_mobilenet_v2-8,2_resnet34-16
mps-uncap,0.8,8.59212875366211,4.003047943115234,3.7660598754882812
mps-uncap,0.9,8.701562881469727,4.001379013061523,3.949880599975586
mps-uncap,1.0,9.77325439453125,4.087686538696289,4.159688949584961
mps-uncap,0.5,8.519887924194336,4.019021987915039,3.7124156951904297
mps-uncap,0.6,8.58163833618164,3.9472579956054688,3.709554672241211
mps-uncap,0.7,8.388996124267578,3.9949417114257812,3.7703514099121094
mps-uncap,0.1,9.679079055786133,4.127740859985352,4.920721054077148
mps-uncap,0.2,8.519649505615234,4.018068313598633,3.886699676513672
mps-uncap,0.3,8.529901504516602,4.004716873168945,3.877878189086914
mps-uncap,0.4,8.630752563476562,4.043817520141602,3.871440887451172
