mode,load,0_inception_v3-16,1_mobilenet_v2-8,2_resnet34-16
mps-uncap,0.8,184.4778060913086,54.618120193481445,129.83155250549316
mps-uncap,0.9,562.0744228363037,418.0123805999756,198.15373420715332
mps-uncap,1.0,4595.060586929321,2802.1457195281982,7139.421463012695
mps-uncap,0.5,53.96127700805664,30.912399291992188,48.72536659240723
mps-uncap,0.6,96.10939025878906,31.331539154052734,49.130916595458984
mps-uncap,0.7,69.62728500366211,54.190635681152344,74.0807056427002
mps-uncap,0.1,53.30824851989746,30.27486801147461,26.14426612854004
mps-uncap,0.2,46.21624946594238,32.75442123413086,36.07487678527832
mps-uncap,0.3,41.35012626647949,31.983375549316406,31.485319137573242
mps-uncap,0.4,54.38590049743652,34.02233123779297,47.50823974609375
