mode,load,0_inception_v3-16,1_mobilenet_v2-8,2_resnet34-16
mps-uncap,0.8,108.20050239562987,34.17805433273316,81.73068046569824
mps-uncap,0.9,439.99967575073265,385.996766090393,154.27659273147594
mps-uncap,1.0,4476.744127273559,2757.109718322754,6949.066388607025
mps-uncap,0.5,26.629877090454098,14.326219558715824,20.480251312255945
mps-uncap,0.6,42.201685905456536,17.48047828674307,25.17706155776977
mps-uncap,0.7,40.30122280120849,30.213499069213846,41.32061481475821
mps-uncap,0.1,19.08764362335202,12.70764112472537,8.61596107482912
mps-uncap,0.2,20.38794755935668,17.42543220520021,10.125977993011462
mps-uncap,0.3,21.472318172454806,16.22222661972048,13.090226650238044
mps-uncap,0.4,25.11664390563967,16.397440433502236,14.757113456726056
