mode,load,0_inception_v3-16,1_mobilenet_v2-8,2_resnet34-16
mps-uncap,0.8,15.314865112304688,5.160927772521973,8.476638793945312
mps-uncap,0.9,15.797853469848633,5.965232849121094,8.019447326660156
mps-uncap,1.0,15.761375427246094,5.436468124389648,8.699893951416016
mps-uncap,0.5,14.225292205810549,5.4714202880859375,7.857370376586913
mps-uncap,0.6,14.690423011779785,5.015802383422852,8.023452758789062
mps-uncap,0.7,13.29798698425293,5.4732561111450195,8.336544036865234
mps-uncap,0.1,20.716094970703125,9.86475944519043,8.432674407958986
mps-uncap,0.2,19.9460506439209,9.561896324157715,7.9721927642822275
mps-uncap,0.3,16.426610946655277,8.157849311828613,8.14523696899414
mps-uncap,0.4,15.094852447509766,6.997108459472656,7.999849319458007
