mode,load,0_inception_v3-16,1_mobilenet_v2-8,2_resnet34-16
mps-uncap,0.8,24.51157569885254,11.870145797729492,16.387462615966797
mps-uncap,0.9,28.369665145874023,18.626689910888672,19.976377487182617
mps-uncap,1.0,26.70884132385254,12.422323226928711,23.215055465698242
mps-uncap,0.5,19.5310115814209,11.405467987060547,13.352632522583008
mps-uncap,0.6,31.71563148498535,15.868186950683594,26.0162353515625
mps-uncap,0.7,18.28289031982422,10.270118713378906,19.38772201538086
mps-uncap,0.1,23.7274169921875,11.710643768310547,20.165681838989258
mps-uncap,0.2,21.58975601196289,13.603925704956055,10.953903198242188
mps-uncap,0.3,20.908594131469727,10.969161987304688,12.95161247253418
mps-uncap,0.4,20.041942596435547,13.945579528808594,13.596057891845703
