mode,load,0_inception_v3-16,1_mobilenet_v2-8,2_resnet34-16
mps-uncap,0.8,0.01049041748046875,0.009775161743164062,0.011205673217773438
mps-uncap,0.9,0.011920928955078125,0.011205673217773438,0.011444091796875
mps-uncap,1.0,0.012636184692382812,0.011682510375976562,0.015020370483398438
mps-uncap,0.5,0.0095367431640625,0.009059906005859375,0.009775161743164062
mps-uncap,0.6,0.011444091796875,0.0095367431640625,0.009298324584960938
mps-uncap,0.7,0.0095367431640625,0.0095367431640625,0.008821487426757812
mps-uncap,0.1,0.015974044799804688,0.012636184692382812,0.0152587890625
mps-uncap,0.2,0.012636184692382812,0.011444091796875,0.01239776611328125
mps-uncap,0.3,0.012159347534179688,0.009775161743164062,0.011205673217773438
mps-uncap,0.4,0.012159347534179688,0.009059906005859375,0.010013580322265625
