mode,load,0_inception_v3-16,1_mobilenet_v2-8,2_resnet34-16
mps-uncap,0.8,8.702993392944336,4.02069091796875,3.779172897338867
mps-uncap,0.9,8.914470672607422,4.060506820678711,4.244089126586914
mps-uncap,1.0,9.817361831665039,4.162073135375977,6.313323974609375
mps-uncap,0.5,8.591890335083008,4.054546356201172,3.8852691650390625
mps-uncap,0.6,8.623600006103516,3.976106643676758,3.769397735595703
mps-uncap,0.7,8.482694625854492,4.031896591186523,3.8650035858154297
mps-uncap,0.1,9.695053100585938,4.140377044677734,4.950284957885742
mps-uncap,0.2,8.904457092285156,4.0760040283203125,3.901958465576172
mps-uncap,0.3,8.605241775512695,4.037618637084961,3.889799118041992
mps-uncap,0.4,8.710145950317383,4.065990447998047,3.888368606567383
