mode,load,0_inception_v3-16,1_mobilenet_v2-8,2_resnet34-16
mps-uncap,0.8,11.711359024047852,5.831718444824219,9.654521942138672
mps-uncap,0.9,61.79022789001465,170.48144340515137,29.992222785949707
mps-uncap,1.0,2551.349639892578,1320.8441734313965,3277.686595916748
mps-uncap,0.5,0.0247955322265625,0.4177093505859375,0.024557113647460938
mps-uncap,0.6,0.029802322387695312,1.5034675598144531,1.0703802108764648
mps-uncap,0.7,2.1044015884399414,3.5715103149414062,3.6182403564453125
mps-uncap,0.1,0.04124641418457031,0.030279159545898438,0.03457069396972656
mps-uncap,0.2,0.030517578125,0.028848648071289062,0.027894973754882812
mps-uncap,0.3,0.028371810913085938,0.026464462280273438,0.026226043701171875
mps-uncap,0.4,0.027179718017578125,0.027418136596679688,0.021219253540039062
