mode,load,0_inception_v3-16,1_mobilenet_v2-8,2_resnet34-16
mps-uncap,0.8,65.22979736328125,24.342894554138184,49.29399490356446
mps-uncap,0.9,213.24920654296875,323.0007648468018,100.74639320373535
mps-uncap,1.0,3846.6413021087646,2394.3971633911133,6402.555227279663
mps-uncap,0.5,23.108243942260742,11.436462402343752,14.084911346435545
mps-uncap,0.6,28.99410724639893,12.668609619140625,17.90518760681151
mps-uncap,0.7,30.966639518737793,19.74046230316162,24.362468719482433
mps-uncap,0.1,23.114228248596195,14.332962036132809,10.322809219360359
mps-uncap,0.2,25.081491470336914,16.478419303894043,11.617445945739753
mps-uncap,0.3,22.67692089080812,13.543367385864258,12.376642227172853
mps-uncap,0.4,22.774028778076172,11.890172958374023,12.981557846069334
