mode,load,0_densenet201-8,1_mobilenet_v3_small-16,2_squeezenet1_0-2
mps-uncap,0.8,88.83905410766614,29.643764495849606,7.504110336303715
mps-uncap,0.9,119.09484863281253,76.313419342041,17.996807098388643
mps-uncap,1.0,739.6080970764159,2540.7467889785767,15.331745147705078
mps-uncap,0.5,39.54070091247549,12.15505599975586,7.693572044372561
mps-uncap,0.6,40.199117660522475,10.48060178756714,6.742162704467773
mps-uncap,0.7,54.59070205688469,14.700701236724845,6.2624406814575195
mps-uncap,0.1,25.05839824676519,8.621931076049792,2.710065841674804
mps-uncap,0.2,25.64049720764163,13.045568466186495,4.444169998168944
mps-uncap,0.3,29.25844192504884,14.407992362976074,6.233959197998046
mps-uncap,0.4,30.39487600326536,13.032126426696786,7.638607025146485
