mode,load,0_densenet201-8,1_mobilenet_v3_small-16,2_squeezenet1_0-2
mps-uncap,0.8,19.201278686523438,4.575252532958984,2.9501914978027344
mps-uncap,0.9,19.4704532623291,4.281759262084961,3.0066967010498047
mps-uncap,1.0,18.990755081176758,5.291938781738281,3.1228065490722656
mps-uncap,0.5,22.741317749023438,6.082773208618164,3.7293434143066406
mps-uncap,0.6,21.697998046875,5.679845809936523,3.008604049682617
mps-uncap,0.7,22.07350730895996,5.2490234375,2.9180049896240234
mps-uncap,0.1,33.23936462402344,7.475852966308594,3.3805370330810547
mps-uncap,0.2,32.98449516296387,7.615804672241211,3.444194793701172
mps-uncap,0.3,28.343677520751953,7.217645645141602,4.513978958129883
mps-uncap,0.4,31.07285499572754,6.705045700073242,3.284931182861328
