mode,load,0_densenet201-8,1_mobilenet_v3_small-16,2_squeezenet1_0-2
mps-uncap,0.8,103.30710411071783,32.453174591064446,8.96349906921387
mps-uncap,0.9,133.69455337524417,79.19375419616698,19.608936309814414
mps-uncap,1.0,756.0096263885497,2543.6323785781856,16.885995864868164
mps-uncap,0.5,54.00536298751826,15.432596206665039,9.568324089050298
mps-uncap,0.6,53.96458625793458,13.328511714935305,8.413872718811035
mps-uncap,0.7,69.10609245300286,17.336280345916734,7.880940437316897
mps-uncap,0.1,46.11981868743897,14.276645183563218,5.237164497375479
mps-uncap,0.2,41.932091712951696,18.337497711181612,6.811580657958984
mps-uncap,0.3,43.223524093627965,18.901586532592773,8.76421928405761
mps-uncap,0.4,43.54184865951534,16.600787639617927,9.888696670532228
