mode,load,0_densenet201-8,1_mobilenet_v3_small-16,2_squeezenet1_0-2
mps-uncap,0.8,26.995420455932617,5.5389404296875,2.0246505737304688
mps-uncap,0.9,29.639720916748047,10.873794555664062,3.569364547729492
mps-uncap,1.0,208.85443687438965,1110.130786895752,3.7593841552734375
mps-uncap,0.5,15.7623291015625,3.9908885955810547,2.5038719177246094
mps-uncap,0.6,16.073226928710938,3.730177879333496,2.2001266479492188
mps-uncap,0.7,18.5699462890625,4.078269004821777,1.8712282180786133
mps-uncap,0.1,21.661996841430664,6.2760114669799805,2.6515722274780273
mps-uncap,0.2,21.0111141204834,6.250143051147461,2.663850784301758
mps-uncap,0.3,19.595623016357422,5.613088607788086,2.8896331787109375
mps-uncap,0.4,16.005754470825195,4.571199417114258,2.8734207153320312
