mode,load,0_densenet201-8,1_mobilenet_v3_small-16,2_squeezenet1_0-2
mps-uncap,0.8,63.98308277130127,15.626049041748049,4.913830757141114
mps-uncap,0.9,79.16378974914551,36.994600296020565,10.638046264648441
mps-uncap,1.0,568.6407089233398,2247.4123477935796,9.563684463500977
mps-uncap,0.5,31.138968467712406,8.465051651000977,5.33604621887207
mps-uncap,0.6,34.52811241149903,7.720112800598146,4.819965362548828
mps-uncap,0.7,41.94025993347168,9.532356262207033,4.40182685852051
mps-uncap,0.1,32.55782127380373,9.051728248596193,3.256201744079591
mps-uncap,0.2,29.453849792480472,11.52048110961914,4.426240921020508
mps-uncap,0.3,29.415607452392578,10.80024242401123,5.326414108276368
mps-uncap,0.4,28.106951713562008,9.609556198120117,6.055927276611328
