mode,load,0_densenet201-8,1_mobilenet_v3_small-16,2_squeezenet1_0-2
mps-uncap,0.8,149.8548984527588,48.59495162963867,16.165733337402344
mps-uncap,0.9,171.0205078125,99.87640380859375,33.20670127868652
mps-uncap,1.0,829.448938369751,2581.010103225708,25.378704071044922
mps-uncap,0.5,86.42363548278809,26.540279388427734,14.810562133789062
mps-uncap,0.6,75.17743110656738,26.93629264831543,16.16692543029785
mps-uncap,0.7,101.7904281616211,28.594493865966797,13.039112091064453
mps-uncap,0.1,52.840232849121094,22.684097290039062,8.900642395019531
mps-uncap,0.2,54.51011657714844,25.111675262451172,10.777950286865234
mps-uncap,0.3,60.6231689453125,27.523517608642578,14.108419418334961
mps-uncap,0.4,54.91065979003906,25.026798248291016,16.756534576416016
