mode,load,0_mobilenet_v3_small-2,1_mobilenet_v3_small-2,2_mobilenet_v3_small-2,3_mobilenet_v3_small-2
mig,0.1,6.320943832397463,6.2644362449646,6.354022026062011,6.226937770843506
mig,0.2,6.53529167175293,6.606440544128418,6.64639949798584,6.657271385192872
mig,0.3,6.385817527770995,6.462373733520507,6.323347091674802,6.391618251800537
mig,0.4,5.394935607910156,5.286989212036132,5.415678024291992,5.3508782386779785
mig,0.5,4.032497406005857,4.308805465698243,4.164767265319824,4.085397720336911
mig,0.6,3.8525676727294913,3.897256851196289,3.8168597221374516,3.816590309143066
mig,0.7,2.704882621765138,3.080449104309081,2.7797222137451136,3.18934440612792
mig,0.8,2.601909637451172,2.7986764907836905,2.6168131828308105,2.6777458190917964
mig,0.9,2.5720596313476562,2.5710487365722643,2.7354955673217773,2.6340484619140625
mig,1.0,2.5307488441467285,2.688078880310058,2.501964569091797,2.596139907836914
