mode,load,0_mobilenet_v3_small-2,1_mobilenet_v3_small-2,2_mobilenet_v3_small-2,3_mobilenet_v3_small-2
mig,0.1,5.379438400268555,5.545258522033691,5.461215972900391,2.7399063110351562
mig,0.2,5.261898040771484,5.384206771850586,5.400180816650391,5.435585975646973
mig,0.3,3.8509368896484375,3.9091110229492188,3.8673877716064453,3.9513111114501953
mig,0.4,2.9022693634033203,3.3742189407348633,3.0634403228759766,3.4911632537841797
mig,0.5,2.3703575134277344,2.37274169921875,2.4149417877197266,2.418041229248047
mig,0.6,2.4030208587646484,2.40325927734375,2.3756027221679688,2.4271011352539062
mig,0.7,2.4230480194091797,2.3593902587890625,2.4156570434570312,2.386808395385742
mig,0.8,2.3746490478515625,2.3345947265625,2.3674964904785156,2.445697784423828
mig,0.9,2.3565292358398438,2.3479461669921875,2.424478530883789,2.44140625
mig,1.0,2.3584365844726562,2.3517608642578125,2.2983551025390625,2.4306774139404297
