mode,load,0_mobilenet_v3_small-2,1_mobilenet_v3_small-2,2_mobilenet_v3_small-2,3_mobilenet_v3_small-2
mig,0.1,7.798910140991211,6.92439079284668,6.801128387451172,6.703853607177734
mig,0.2,7.901191711425781,7.359027862548828,7.473230361938477,7.288932800292969
mig,0.3,6.993770599365234,6.935596466064453,7.006406784057617,7.014989852905273
mig,0.4,6.562232971191406,6.591320037841797,6.747245788574219,7.205009460449219
mig,0.5,5.436420440673828,5.545139312744141,5.585193634033203,5.516290664672852
mig,0.6,5.419731140136719,5.356073379516602,5.280494689941406,5.27191162109375
mig,0.7,4.454851150512695,4.168272018432617,4.314661026000977,4.059076309204102
mig,0.8,4.207611083984375,3.6957263946533203,3.9701461791992188,4.04810905456543
mig,0.9,4.077434539794922,3.2112598419189453,3.434896469116211,3.1960010528564453
mig,1.0,3.1087398529052734,3.3042430877685547,3.126859664916992,3.125905990600586
