mode,load,0_mobilenet_v3_small-2,1_mobilenet_v3_small-2,2_mobilenet_v3_small-2,3_mobilenet_v3_small-2
mig,0.1,21.001100540161133,17.94290542602539,19.928455352783203,18.221139907836914
mig,0.2,30.99226951599121,27.585506439208984,26.279687881469727,27.96173095703125
mig,0.3,34.83724594116211,33.885955810546875,28.033733367919922,28.53536605834961
mig,0.4,22.640466690063477,28.075456619262695,24.362564086914062,29.914379119873047
mig,0.5,20.94578742980957,21.502256393432617,24.30868148803711,22.864341735839844
mig,0.6,30.341625213623047,24.389266967773438,20.659685134887695,20.593643188476562
mig,0.7,25.79498291015625,35.75015068054199,27.52208709716797,33.2791805267334
mig,0.8,37.87660598754883,34.93356704711914,31.764745712280273,34.61432456970215
mig,0.9,61.644554138183594,49.97372627258301,116.45960807800293,55.01842498779297
mig,1.0,240.42463302612305,201.28846168518066,91.46451950073242,203.17482948303223
