mode,load,0_mobilenet_v3_small-2,1_mobilenet_v3_small-2,2_mobilenet_v3_small-2,3_mobilenet_v3_small-2
mig,0.1,5.89146614074707,5.963110923767091,5.9854984283447275,5.853462219238281
mig,0.2,6.072092056274414,6.15086555480957,6.162905693054199,6.216645240783691
mig,0.3,5.401754379272461,5.509519577026367,5.401086807250977,5.499768257141114
mig,0.4,4.033803939819336,4.062414169311523,4.081916809082032,4.055500030517578
mig,0.5,2.646946907043457,3.7889480590820312,3.8344860076904297,3.788471221923828
mig,0.6,2.5434494018554688,2.5517940521240234,2.5310516357421875,2.582073211669922
mig,0.7,2.5389671325683594,2.4902820587158203,2.54213809967041,2.5157928466796875
mig,0.8,2.474546432495117,2.472400665283203,2.4728775024414062,2.544498443603516
mig,0.9,2.446889877319336,2.4378299713134766,2.5472640991210938,2.5222301483154297
mig,1.0,2.429485321044922,2.4406909942626953,2.384185791015625,2.498626708984375
