mode,load,0_mobilenet_v3_small-2,1_mobilenet_v3_small-2,2_mobilenet_v3_small-2,3_mobilenet_v3_small-2
mig,0.1,0.04100799560546875,0.043392181396484375,0.042438507080078125,0.029802322387695312
mig,0.2,0.044345855712890625,0.04649162292480469,0.047206878662109375,0.04696846008300781
mig,0.3,0.08082389831542969,0.11324882507324219,0.17261505126953125,0.05173683166503906
mig,0.4,0.40721893310546875,0.4200935363769531,0.40149688720703125,0.48530101776123047
mig,0.5,0.27191638946533203,0.4706382751464844,0.4832744598388672,0.4763603210449219
mig,0.6,0.9964704513549805,0.8537769317626953,0.8808374404907227,1.227259635925293
mig,0.7,1.9714832305908203,1.5485286712646484,1.8167495727539062,1.5835762023925781
mig,0.8,2.757549285888672,2.446413040161133,2.899169921875,3.0422210693359375
mig,0.9,5.300998687744141,4.375934600830078,7.173061370849609,6.462335586547852
mig,1.0,62.876343727111816,21.130084991455078,10.033845901489258,56.40983581542969
