mode,load,0_mobilenet_v3_small-2,1_mobilenet_v3_small-2,2_mobilenet_v3_small-2,3_mobilenet_v3_small-2
mig,0.1,2.3500919342041016,2.3305416107177734,2.356290817260742,2.3958683013916016
mig,0.2,2.303600311279297,2.290010452270508,2.3298263549804688,2.3908615112304688
mig,0.3,2.328634262084961,2.324819564819336,2.3162364959716797,2.3949146270751953
mig,0.4,2.3164749145507812,2.326488494873047,2.349853515625,2.3393630981445312
mig,0.5,2.2809505462646484,2.290964126586914,2.337217330932617,2.3474693298339844
mig,0.6,2.332925796508789,2.338886260986328,2.3040771484375,2.360820770263672
mig,0.7,2.3651123046875,2.299070358276367,2.360105514526367,2.321004867553711
mig,0.8,2.3164749145507812,2.2764205932617188,2.307415008544922,2.371549606323242
mig,0.9,2.302885055541992,2.2966861724853516,2.3660659790039062,2.3894309997558594
mig,1.0,2.323627471923828,2.3033618927001953,2.2521018981933594,2.3691654205322266
