mode,load,0_inception_v3-2,1_mobilenet_v3_large-32,2_vgg16-2
mps-uncap,0.8,25.380611419677734,28.402376174926754,11.319971084594727
mps-uncap,0.9,60.11486053466797,40.0240421295166,19.178581237792965
mps-uncap,1.0,2293.4248924255376,122.26200103759767,96.63424491882321
mps-uncap,0.5,19.517517089843757,13.242197036743166,5.4963111877441415
mps-uncap,0.6,20.197391510009766,15.249776840209968,6.52613639831543
mps-uncap,0.7,21.492481231689453,18.267869949340817,8.369064331054688
mps-uncap,0.1,13.040947914123535,8.25221538543701,2.9276609420776367
mps-uncap,0.2,16.652631759643562,9.681224822998049,3.6766529083251953
mps-uncap,0.3,19.36013698577881,11.927938461303711,4.057765007019043
mps-uncap,0.4,19.11921501159668,13.552427291870117,4.832983016967773
