mode,load,0_inception_v3-2,1_mobilenet_v3_large-32,2_vgg16-2
mps-uncap,0.8,11.220455169677734,10.625720024108887,4.337549209594727
mps-uncap,0.9,20.39170265197754,14.929652214050293,6.485700607299805
mps-uncap,1.0,1377.0760297775269,45.91941833496094,25.68364143371582
mps-uncap,0.5,10.381698608398438,7.067203521728516,2.8297901153564453
mps-uncap,0.6,10.204195976257324,7.172107696533203,3.208041191101074
mps-uncap,0.7,10.340452194213867,7.643222808837891,3.670215606689453
mps-uncap,0.1,12.263894081115723,7.227659225463867,2.1944046020507812
mps-uncap,0.2,12.217998504638672,7.31968879699707,2.2211074829101562
mps-uncap,0.3,12.301921844482422,7.486581802368164,2.287626266479492
mps-uncap,0.4,11.44862174987793,7.512807846069336,2.4187564849853516
