mode,load,0_inception_v3-2,1_mobilenet_v3_large-32,2_vgg16-2
mps-uncap,0.8,17.049789428710938,21.70157432556151,7.831907272338871
mps-uncap,0.9,49.187421798706055,32.85820484161378,15.75584411621093
mps-uncap,1.0,2280.101799964905,115.04459381103516,92.82708168029782
mps-uncap,0.5,10.081624984741218,6.7122936248779315,2.5286197662353556
mps-uncap,0.6,11.602044105529785,9.084987640380861,3.452444076538086
mps-uncap,0.7,12.681961059570312,11.924171447753906,5.1952362060546875
mps-uncap,0.1,0.07245540618896486,0.06985664367675781,0.064849853515625
mps-uncap,0.2,5.984401702880861,3.0129194259643555,0.5931854248046875
mps-uncap,0.3,8.506894111633304,4.894018173217774,1.3644695281982422
mps-uncap,0.4,9.138488769531252,6.755065917968752,1.9729137420654297
