mode,load,0_inception_v3-2,1_mobilenet_v3_large-32,2_vgg16-2
mps-uncap,0.8,11.220455169677734,7.773733139038086,4.504537582397461
mps-uncap,0.9,13.366222381591797,7.751131057739258,4.563570022583008
mps-uncap,1.0,14.108872413635254,7.869958877563477,4.688119888305664
mps-uncap,0.5,12.210655212402347,7.404184341430664,3.9153099060058594
mps-uncap,0.6,11.420369148254395,7.288646697998048,4.119443893432617
mps-uncap,0.7,11.613011360168457,7.453489303588867,4.268026351928711
mps-uncap,0.1,12.801957130432129,7.659268379211426,2.4297237396240234
mps-uncap,0.2,12.700343132019043,7.695937156677246,2.931833267211914
mps-uncap,0.3,13.175439834594727,7.901620864868165,3.19826602935791
mps-uncap,0.4,12.464666366577148,7.773923873901367,3.723621368408203
