mode,load,0_inception_v3-2,1_mobilenet_v3_large-32,2_vgg16-2
mps-uncap,0.8,14.336585998535156,8.991241455078125,5.453348159790039
mps-uncap,0.9,15.329599380493164,10.582685470581055,5.735874176025391
mps-uncap,1.0,15.773773193359375,9.978771209716797,6.072044372558594
mps-uncap,0.5,14.480829238891602,8.541345596313477,5.462169647216797
mps-uncap,0.6,14.543533325195312,10.183334350585938,5.382537841796875
mps-uncap,0.7,14.712333679199219,8.848905563354492,5.6552886962890625
mps-uncap,0.1,13.851404190063477,9.029150009155273,4.922628402709961
mps-uncap,0.2,14.738082885742188,9.410619735717773,5.219936370849609
mps-uncap,0.3,14.753103256225586,11.053800582885742,5.269765853881836
mps-uncap,0.4,15.55776596069336,8.801937103271484,5.484104156494141
