mode,load,0_inception_v3-2,1_mobilenet_v3_large-32,2_vgg16-2
mps-uncap,0.8,49.858808517456055,92.69189834594727,37.62078285217285
mps-uncap,0.9,195.4038143157959,96.42601013183594,59.59200859069824
mps-uncap,1.0,2827.2297382354736,282.17077255249023,179.6426773071289
mps-uncap,0.5,36.39531135559082,20.990848541259766,14.691591262817383
mps-uncap,0.6,35.32862663269043,50.60839653015137,18.978357315063477
mps-uncap,0.7,111.33098602294922,42.28782653808594,27.683496475219727
mps-uncap,0.1,25.142192840576172,11.188030242919922,3.6306381225585938
mps-uncap,0.2,27.013301849365234,13.00501823425293,5.209207534790039
mps-uncap,0.3,31.31723403930664,17.825841903686523,9.39631462097168
mps-uncap,0.4,39.32547569274902,40.57145118713379,12.805938720703125
