mode,load,0_inception_v3-2,1_mobilenet_v3_large-32,2_vgg16-2
mps-uncap,0.8,12.90390491485596,8.17082405090332,5.056223869323731
mps-uncap,0.9,14.494776725769041,8.104207515716553,5.099673271179199
mps-uncap,1.0,14.780707359313965,8.185524940490723,5.120515823364258
mps-uncap,0.5,13.680016994476318,7.889146804809569,4.908103942871094
mps-uncap,0.6,13.630259037017815,7.808427810668945,4.919130802154543
mps-uncap,0.7,13.72295618057251,7.845640182495117,4.999132156372065
mps-uncap,0.1,13.275589942932129,8.356342315673828,4.193747043609619
mps-uncap,0.2,13.702502250671387,8.330681324005125,4.622840881347655
mps-uncap,0.3,13.940112590789793,8.537871837615967,4.768562316894536
mps-uncap,0.4,13.674211502075195,8.160820007324219,4.850721359252929
