mode,load,0_mobilenet_v2-32,1_mobilenet_v3_small-16,2_mobilenet_v3_small-4,3_resnet152-32
mps-uncap,1.0,9.382247924804688,5.729436874389648,4.288673400878906,29.572725296020508
