mode,load,0_mobilenet_v2-32,1_mobilenet_v3_small-16,2_mobilenet_v3_small-4,3_resnet152-32
mps-uncap,1.0,2731.2764410150057,1620.4304979580495,449.9020028353048,699.7884776552366
