mode,load,0_mobilenet_v2-32,1_mobilenet_v3_small-16,2_mobilenet_v3_small-4,3_resnet152-32
mps-uncap,1.0,16.095399856567383,15.044689178466797,14.74905014038086,48.46549034118652
