mode,load,0_densenet121-32,1_efficientnet_b6-2,2_efficientnet_b7-32
mps-uncap,0.8,544.2660486143354,33.536151145173775,342.910597868776
mps-uncap,0.9,658.6855157160072,37.85181340795504,400.17389927684354
mps-uncap,1.0,743.963302285426,44.55234857970486,429.830254461741
mps-uncap,0.5,366.68532747910115,21.244380368908892,213.7319664542273
mps-uncap,0.6,464.2919100494526,25.810342041628964,255.25930293975293
mps-uncap,0.7,495.5072011461165,29.78805074463821,310.97608117325353
mps-uncap,0.1,64.73620103742128,4.004615600879342,42.16955835105149
mps-uncap,0.2,142.8305925072331,8.88449363622012,89.90162676288381
mps-uncap,0.3,220.69111389465587,13.443456536358319,128.92533758650455
mps-uncap,0.4,270.87135218697836,17.331375917027373,173.3442638800048
