mode,load,0_densenet121-32,1_efficientnet_b6-2,2_efficientnet_b7-32
mps-uncap,0.8,112.22305297851564,90.94822406768799,218.30673217773438
mps-uncap,0.9,331.27870559692377,230.92031478881836,417.5227165222168
mps-uncap,1.0,1196.867561340332,1377.6122570037849,1001.154375076295
mps-uncap,0.5,49.01552200317383,51.828622817993164,126.55739784240721
mps-uncap,0.6,68.49923133850098,58.43217372894287,136.37990951538086
mps-uncap,0.7,88.76895904541016,79.1329860687256,181.80232048034668
mps-uncap,0.1,17.838716506958008,29.425430297851555,58.384561538696296
mps-uncap,0.2,36.0478401184082,37.8586769104004,78.67083549499513
mps-uncap,0.3,44.36373710632324,38.5664939880371,73.0062484741211
mps-uncap,0.4,48.23508262634277,40.55018424987795,99.6551513671875
