mode,load,0_densenet121-32,1_efficientnet_b6-2,2_efficientnet_b7-32
mps-uncap,0.8,178.24168205261228,110.63491106033321,240.83134651184074
mps-uncap,0.9,449.86832618713373,359.95659351348894,596.9532775878906
mps-uncap,1.0,1421.410799026489,1634.6620798110957,1304.9526691436768
mps-uncap,0.5,50.747132301330694,65.84677696228032,134.3555068969725
mps-uncap,0.6,81.31605148315434,82.8493547439573,173.68790864944464
mps-uncap,0.7,103.91317605972283,131.75903320312491,203.5563373565672
mps-uncap,0.1,4.5636224746704075,17.65989303588867,19.024786949157715
mps-uncap,0.2,18.642816543579073,24.742259979248065,54.519376754760714
mps-uncap,0.3,32.94775485992438,35.37674188613891,56.959600448608306
mps-uncap,0.4,49.618854522705064,32.73386001586914,82.87739992141722
