mode,load,0_densenet121-32,1_efficientnet_b6-2,2_efficientnet_b7-32
mps-uncap,0.8,35.68077087402344,29.27529811859131,62.45589256286621
mps-uncap,0.9,39.66474533081055,40.22097587585449,68.12548637390137
mps-uncap,1.0,43.34735870361328,45.94612121582031,71.5484619140625
mps-uncap,0.5,17.05312728881836,18.126726150512695,53.31540107727051
mps-uncap,0.6,17.373323440551758,17.876744270324707,58.70401859283447
mps-uncap,0.7,33.69462490081787,22.294998168945312,61.032772064208984
mps-uncap,0.1,16.666769981384277,23.6666202545166,48.2478141784668
mps-uncap,0.2,16.170263290405273,19.493579864501953,48.329830169677734
mps-uncap,0.3,16.257286071777344,17.93074607849121,48.94137382507324
mps-uncap,0.4,16.585111618041992,18.02515983581543,50.16374588012695
