mode,load,0_densenet121-32,1_efficientnet_b6-2,2_efficientnet_b7-32
mps-uncap,0.8,205.8508205413818,152.0118188858032,308.07218551635737
mps-uncap,0.9,497.20018386840815,406.07036590576183,663.0170249938964
mps-uncap,1.0,1467.8907442092893,1682.0249652862533,1377.8546524047852
mps-uncap,0.5,86.23409271240239,98.16746711730961,197.2517466545102
mps-uncap,0.6,110.99635124206546,111.56822204589838,235.85007667541515
mps-uncap,0.7,141.06802940368652,153.61193180084211,265.0402164459227
mps-uncap,0.1,46.28389358520508,43.84202957153319,67.17841625213623
mps-uncap,0.2,57.487535476684556,54.71786022186283,112.06427097320557
mps-uncap,0.3,64.88510370254536,68.93453836441039,107.4194478988647
mps-uncap,0.4,82.64999389648432,61.493234634399364,134.15367841720578
