mode,load,0_densenet121-32,1_efficientnet_b6-2,2_efficientnet_b7-32
mps-uncap,0.8,49.91835594177246,53.295087814331055,73.3701229095459
mps-uncap,0.9,50.07605552673339,53.76731395721436,73.51245880126953
mps-uncap,1.0,50.32735586166382,54.16156291961669,73.9150333404541
mps-uncap,0.5,49.80766773223878,53.97157669067383,69.54331159591675
mps-uncap,0.6,47.33456611633301,55.451242923736565,72.74441242218018
mps-uncap,0.7,48.15666675567627,56.16567611694335,72.91587352752686
mps-uncap,0.1,46.22607469558716,40.59140205383301,60.318412780761726
mps-uncap,0.2,47.225189208984375,48.08712720870974,64.1587448120117
mps-uncap,0.3,48.310363292694106,47.15773344039917,69.80193614959717
mps-uncap,0.4,48.560771942138665,49.872894287109375,68.60257863998412
