mode,load,0_densenet121-32,1_efficientnet_b6-2,2_efficientnet_b7-32
mps-uncap,0.8,243.22509765625,206.8655490875244,428.07769775390625
mps-uncap,0.9,570.5649852752686,504.19092178344727,835.0284099578857
mps-uncap,1.0,1570.6672668457031,1863.6047840118408,1509.702205657959
mps-uncap,0.5,133.41879844665527,124.74441528320312,211.78793907165527
mps-uncap,0.6,137.09020614624023,142.1031951904297,362.7293109893799
mps-uncap,0.7,191.54644012451172,259.901762008667,337.1739387512207
mps-uncap,0.1,49.51977729797363,52.00314521789551,67.20399856567383
mps-uncap,0.2,64.88275527954102,73.03380966186523,120.79572677612305
mps-uncap,0.3,83.96482467651367,72.89481163024902,155.2746295928955
mps-uncap,0.4,115.41557312011719,71.43998146057129,214.49995040893555
