mode,load,0_densenet121-32,1_efficientnet_b6-2,2_efficientnet_b7-32
mps-uncap,0.8,47.2050666809082,48.552536964416504,71.55442237854004
mps-uncap,0.9,48.11282157897949,50.06003379821777,72.57757186889648
mps-uncap,1.0,48.82104396820069,51.14474296569824,73.31433296203613
mps-uncap,0.5,44.5098876953125,42.196035385131836,66.86184406280516
mps-uncap,0.6,44.568777084350586,47.47574329376219,69.70298290252686
mps-uncap,0.7,45.7303524017334,49.71022605895997,70.8282470703125
mps-uncap,0.1,17.56882667541504,25.557279586791992,52.27942466735843
mps-uncap,0.2,35.14256477355957,34.850907325744636,59.7557544708252
mps-uncap,0.3,41.82624816894531,34.33828353881835,61.5623950958252
mps-uncap,0.4,43.15495491027833,37.424278259277344,62.489771842956536
