mode,load,0_mobilenet_v2-32,1_mobilenet_v3_small-2,2_mobilenet_v3_small-32,3_vgg16-32
mps-uncap,1.0,37.21356391906738,33.41960906982422,37.602901458740234,25.890111923217773
