mode,load,0_mobilenet_v2-32,1_mobilenet_v3_small-2,2_mobilenet_v3_small-32,3_vgg16-32
mps-uncap,1.0,31.729507446289066,27.71463394165039,32.3275089263916,23.48630428314209
