mode,load,0_mobilenet_v2-32,1_mobilenet_v3_small-2,2_mobilenet_v3_small-32,3_vgg16-32
mps-uncap,1.0,17.855405807495117,7.8487396240234375,19.177675247192383,20.085573196411133
