mode,load,0_mobilenet_v2-32,1_mobilenet_v3_small-2,2_mobilenet_v3_small-32,3_vgg16-32
mps-uncap,1.0,17.855405807495117,7.848978042602539,19.177913665771484,20.085573196411133
