mode,load,0_mobilenet_v2-32,1_mobilenet_v3_small-2,2_mobilenet_v3_small-32,3_vgg16-32
mps-uncap,1.0,0.000476837158203125,0.0007152557373046875,0.009059906005859375,0.0007152557373046875
