mode,load,0_mobilenet_v2-32,1_mobilenet_v3_small-2,2_mobilenet_v3_small-32,3_vgg16-32
mps-uncap,1.0,27.086496353149414,23.180007934570312,26.728272438049316,22.867798805236816
