mode,load,0_mobilenet_v2-32,1_mobilenet_v3_small-2,2_mobilenet_v3_small-32,3_vgg16-32
mps-uncap,1.0,1155.442726131456,88.4818411144613,1168.0573505190912,1415.163901020293
