mode,load,0_mobilenet_v2-32,1_mobilenet_v3_small-2,2_mobilenet_v3_small-32,3_vgg16-32
mps-uncap,1.0,34.647252559661865,31.39389038085937,35.26184320449829,24.077322483062744
