mode,load,0_mobilenet_v2-32,1_mobilenet_v3_small-2,2_mobilenet_v3_small-32,3_vgg16-32
mps-uncap,1.0,34.64749097824097,31.394071578979492,35.26208162307739,24.077506065368652
