mode,load,0_alexnet-8,1_densenet121-32,2_vgg19-4
mps-uncap,0.8,1.8553733825683594,26.5963077545166,5.328655242919922
mps-uncap,0.9,2.2394657135009766,31.140804290771484,6.620645523071289
mps-uncap,1.0,2.4683475494384766,33.19859504699707,6.9255828857421875
mps-uncap,0.5,1.2772083282470703,19.951343536376953,3.9136409759521484
mps-uncap,0.6,1.4624595642089844,21.01433277130127,4.101991653442383
mps-uncap,0.7,1.6329288482666016,23.74744415283203,4.596829414367676
mps-uncap,0.1,1.3114213943481445,17.537355422973633,3.4852027893066406
mps-uncap,0.2,1.3430118560791016,17.597198486328125,3.4455060958862305
mps-uncap,0.3,1.3546943664550781,18.009185791015625,3.477811813354492
mps-uncap,0.4,1.2936592102050781,18.8215970993042,3.699064254760742
