mode,load,0_alexnet-8,1_densenet121-32,2_vgg19-4
mps-uncap,0.8,32.230377197265625,143.23854446411133,61.31243705749512
mps-uncap,0.9,45.73798179626465,383.1973075866699,238.00230026245117
mps-uncap,1.0,88.18697929382324,593.1572914123535,434.4062805175781
mps-uncap,0.5,9.23919677734375,66.62964820861816,19.1342830657959
mps-uncap,0.6,17.215251922607422,77.32248306274414,35.013675689697266
mps-uncap,0.7,19.572734832763672,110.71920394897461,41.39852523803711
mps-uncap,0.1,3.3071041107177734,15.425920486450195,3.8843154907226562
mps-uncap,0.2,5.591630935668945,18.0819034576416,9.543657302856445
mps-uncap,0.3,7.297039031982422,33.38766098022461,11.695623397827148
mps-uncap,0.4,11.341333389282227,42.91653633117676,26.76701545715332
