mode,load,0_alexnet-8,1_densenet121-32,2_vgg19-4
mps-uncap,0.8,3.2894134521484384,31.976628303527836,9.062767028808597
mps-uncap,0.9,3.714752197265626,34.96050834655762,9.852027893066406
mps-uncap,1.0,3.9421558380126966,34.28316116333008,10.509634017944336
mps-uncap,0.5,2.5427818298339853,26.269102096557617,7.158422470092775
mps-uncap,0.6,2.9073238372802725,27.440738677978516,7.609319686889649
mps-uncap,0.7,3.102588653564453,30.071783065795902,8.378863334655762
mps-uncap,0.1,1.5187740325927737,18.185138702392578,3.938627243041992
mps-uncap,0.2,1.7642974853515625,19.94614601135254,4.542851448059082
mps-uncap,0.3,2.086448669433593,21.440362930297855,5.246162414550781
mps-uncap,0.4,2.2570610046386723,23.795866966247555,6.2885284423828125
