mode,load,0_efficientnet_b7-2,1_inception_v3-4,2_resnet34-32
mps-uncap,0.8,112.89976596832257,67.01674699783332,48.976116180419915
mps-uncap,0.9,205.57217597961386,142.0072126388549,84.82849597930908
mps-uncap,1.0,920.8404541015624,818.9187622070312,497.3209023475651
mps-uncap,0.5,31.71163797378535,21.42501115798954,18.941106796264616
mps-uncap,0.6,39.57795143127448,24.85480785369872,25.128812789917077
mps-uncap,0.7,49.21198844909658,36.177396774292006,35.78323125839234
mps-uncap,0.1,20.661733150482174,12.079167366027836,5.7680988311767605
mps-uncap,0.2,23.207831382751557,15.967783927917468,6.921131610870378
mps-uncap,0.3,25.169682502746518,21.105718612670888,10.91967582702636
mps-uncap,0.4,32.98349380493164,24.28718805313124,14.192476272583004
