mode,load,0_efficientnet_b7-2,1_inception_v3-4,2_resnet34-32
mps-uncap,0.8,27.887463569641113,13.258934020996094,13.501644134521484
mps-uncap,0.9,47.2179651260376,22.060394287109375,18.01609992980957
mps-uncap,1.0,455.72900772094727,443.6452388763428,188.3481740951538
mps-uncap,0.5,19.5770263671875,10.022282600402832,7.443904876708984
mps-uncap,0.6,20.502686500549316,10.051727294921875,7.927894592285156
mps-uncap,0.7,22.021770477294922,10.540008544921875,9.866118431091309
mps-uncap,0.1,27.10270881652832,12.619614601135254,6.38890266418457
mps-uncap,0.2,21.341443061828613,12.518167495727539,6.403565406799316
mps-uncap,0.3,20.894885063171387,12.000560760498047,6.862163543701172
mps-uncap,0.4,19.922971725463867,11.126041412353516,7.050275802612305
