mode,load,0_efficientnet_b7-2,1_inception_v3-4,2_resnet34-32
mps-uncap,0.8,9.604334831237793,5.093574523925781,6.095170974731445
mps-uncap,0.9,25.676965713500977,12.759923934936523,10.480403900146484
mps-uncap,1.0,431.03766441345215,433.8665008544922,180.3675889968872
mps-uncap,0.5,0.04839897155761719,0.04458427429199219,0.04315376281738281
mps-uncap,0.6,0.05412101745605469,0.047326087951660156,0.42724609375
mps-uncap,0.7,0.064849853515625,1.4333724975585938,2.777099609375
mps-uncap,0.1,0.06103515625,0.06127357482910156,0.055789947509765625
mps-uncap,0.2,0.062346458435058594,0.05650520324707031,0.04935264587402344
mps-uncap,0.3,0.058650970458984375,0.051021575927734375,0.04673004150390625
mps-uncap,0.4,0.056743621826171875,0.049233436584472656,0.047206878662109375
