mode,load,0_efficientnet_b7-2,1_inception_v3-4,2_resnet34-32
mps-uncap,0.8,23.26807975769043,11.223173141479492,8.142757415771484
mps-uncap,0.9,25.928258895874023,12.215948104858398,7.972240447998047
mps-uncap,1.0,25.47311782836914,11.35406494140625,8.352994918823242
mps-uncap,0.5,22.35493659973145,11.082601547241211,7.729101181030273
mps-uncap,0.6,22.123217582702637,10.84892749786377,7.830524444580078
mps-uncap,0.7,22.739028930664062,10.767078399658203,7.932424545288086
mps-uncap,0.1,32.30404853820801,13.55721950531006,6.939935684204102
mps-uncap,0.2,28.20289134979248,13.439607620239258,7.188057899475098
mps-uncap,0.3,23.258566856384277,13.182640075683594,7.404470443725586
mps-uncap,0.4,22.31574058532715,12.28797435760498,7.512617111206055
