mode,load,0_efficientnet_b7-2,1_inception_v3-4,2_resnet34-32
mps-uncap,0.8,48.28224182128906,25.217795372009277,25.69599151611328
mps-uncap,0.9,108.30461978912354,68.53303909301762,41.996002197265625
mps-uncap,1.0,717.064380645752,679.3325424194336,332.8373432159424
mps-uncap,0.5,15.621709823608414,10.02292633056641,7.592821121215832
mps-uncap,0.6,19.727826118469245,11.060929298400879,11.640405654907225
mps-uncap,0.7,26.14631652832032,15.016555786132816,16.290044784545906
mps-uncap,0.1,0.07102489471435548,4.298496246337916,0.07176399230957031
mps-uncap,0.2,10.759949684143066,7.98277854919434,2.571225166320802
mps-uncap,0.3,12.846827507019043,9.521722793579102,5.054950714111329
mps-uncap,0.4,15.491724014282227,9.837508201599121,5.894374847412111
