mode,load,0_efficientnet_b7-2,1_inception_v3-4,2_resnet34-32
mps-uncap,0.8,65.13310285587609,313.2258075934706,3107.3180706376784
mps-uncap,0.9,73.36854021864826,354.74744212801016,3443.814483703515
mps-uncap,1.0,81.46513165304297,398.13976972545885,3912.5487497628287
mps-uncap,0.5,39.71226460588558,193.1816189850704,1935.768225866663
mps-uncap,0.6,45.37682838955635,228.84946069152167,2293.2418113407853
mps-uncap,0.7,55.22062599071918,266.04455729602347,2703.1454233862682
mps-uncap,0.1,7.626202602737223,39.82338356824546,420.99583034523437
mps-uncap,0.2,15.618124591926597,76.64967017622003,793.7650752242204
mps-uncap,0.3,24.25988779071046,118.29783498962108,1186.36672814263
mps-uncap,0.4,33.52344832226992,150.60798459620437,1565.7665797678624
