mode,load,0_efficientnet_b7-2,1_inception_v3-4,2_resnet34-32
mps-uncap,0.8,12.516021728515625,4.815578460693359,6.21342658996582
mps-uncap,0.9,12.154340744018555,4.873991012573242,6.195783615112305
mps-uncap,1.0,13.62752914428711,4.983186721801758,6.906986236572266
mps-uncap,0.5,12.472867965698242,4.846096038818359,6.209135055541992
mps-uncap,0.6,12.213706970214844,4.868984222412109,6.202459335327148
mps-uncap,0.7,12.12453842163086,4.963397979736328,6.186485290527344
mps-uncap,0.1,12.706995010375977,5.012750625610352,6.220340728759766
mps-uncap,0.2,12.232303619384766,4.889249801635742,6.197452545166016
mps-uncap,0.3,12.001991271972656,4.916906356811523,6.219387054443359
mps-uncap,0.4,12.120485305786133,4.856109619140625,6.197214126586914
