mode,load,0_efficientnet_b5-4,1_mobilenet_v2-32,2_mobilenet_v3_large-2,3_resnet18-32
mps-uncap,1.0,0.007152557373046875,0.000476837158203125,0.008106231689453125,0.0007152557373046875
